Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Gender_Male,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,0,0,6,1,1,85,489,1,75,4694,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,40,1,1,101,4113,1,70,2576,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,1,69,69,1,76,3042,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,58,1,1,103,6017,1,74,6105,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,0,70,1,1,104,7250,1,80,4544,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
0,0,0,2,1,1,86,178,1,95,2969,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,0,21,1,1,111,2317,1,89,4123,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,16,1,1,89,1430,1,73,3696,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0,7,1,1,95,644,1,83,3265,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0,60,1,0,90,5453,1,76,4111,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,0,50,1,0,108,5610,1,82,4274,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
1,0,0,4,1,1,78,292,1,72,5301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,1,1,0,44,44,1,89,3522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,55,1,1,100,5509,1,83,5679,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
0,1,0,12,1,0,19,229,1,94,2653,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,1,1,1,89,89,1,80,5951,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,62,1,1,100,6413,1,91,5600,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,0,1,1,0,50,50,1,85,3718,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,20,1,1,73,1463,1,95,5849,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,3,1,1,95,307,1,77,5861,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,22,1,1,94,2104,1,85,3665,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,0,4,1,1,80,319,1,86,3080,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,0,59,1,0,85,5084,1,80,6304,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,60,0,1,50,3027,1,67,4941,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,15,1,0,105,1582,1,84,2122,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,10,1,1,110,1043,1,76,5803,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,6,1,0,83,497,1,97,3962,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,63,1,1,100,6215,1,79,5413,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,0,50,1,1,103,5017,1,100,5812,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,24,24,1,76,5768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,12,1,1,98,1120,1,71,5559,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,0,0,9,1,0,98,923,1,81,2954,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,17,1,0,93,1625,1,93,4940,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,9,1,1,100,918,1,70,4038,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,10,1,1,72,688,1,99,3189,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,1,1,73,73,1,94,4369,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,1,1,79,205,1,91,3501,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,13,1,1,81,952,1,79,4806,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,4,1,1,84,360,1,83,2467,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,6,1,1,79,434,1,99,3263,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,3,1,0,74,215,1,97,2054,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,35,1,1,99,3395,1,82,2074,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,2,1,0,44,85,1,84,5900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,1,0,44,44,1,74,3700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,45,45,1,72,3571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,8,1,0,100,832,1,74,5084,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,7,1,0,19,112,1,82,4489,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,2,1,1,96,174,1,83,3391,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,0,90,90,1,72,2627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0,44,0,1,30,1359,1,96,4829,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,71,1,1,108,7532,1,81,5200,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,1,1,1,69,69,1,84,5367,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,62,1,1,103,6383,1,91,5052,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,0,1,1,1,86,86,1,93,5228,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,33,1,1,80,2656,1,72,3601,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,35,1,0,85,2917,1,88,2455,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,34,1,1,70,2416,1,93,2318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,4,1,1,94,424,1,99,5419,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,7,1,1,95,660,1,92,3077,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,27,1,1,75,1893,1,65,2377,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,18,1,1,90,1612,1,80,4260,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,2,1,0,68,119,1,84,5225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,32,1,1,99,3204,1,71,5026,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,0,18,1,0,57,990,1,84,2989,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,12,1,0,53,696,1,78,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,0,0,8,1,1,100,819,1,90,5906,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,26,1,1,83,2070,1,84,2404,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,3,1,1,88,273,1,68,4486,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,8,1,1,92,729,1,81,5662,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,38,1,1,79,3013,1,85,2405,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,14,1,0,90,1266,1,96,4777,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,0,32,1,1,69,2347,1,96,2356,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,19,19,1,99,5881,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,12,0,1,43,526,1,74,2437,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,5,0,0,39,210,1,93,2863,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,40,1,1,97,3706,1,67,3099,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,5,1,1,80,412,1,97,3937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,10,1,1,84,832,1,69,5686,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,2,1,1,89,185,1,73,3851,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,23,1,1,90,1943,1,82,4359,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,23,1,1,90,2169,1,67,4650,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,49,1,1,99,4853,1,100,5157,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,2,1,0,69,144,1,68,5667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,1,49,91,1,98,2960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,7,1,1,98,713,1,86,2561,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,41,1,1,114,4527,1,80,3038,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,2,1,1,80,171,1,65,3533,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,13,1,1,74,940,1,97,2995,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,11,1,0,89,1047,1,89,2202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0,17,1,1,100,1622,1,87,5508,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,0,25,1,1,90,2178,1,100,5801,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
0,1,0,3,1,1,56,168,1,83,2539,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,4,1,1,94,387,1,74,4249,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,37,1,1,78,2839,1,97,3982,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,19,0,1,44,893,1,72,5182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1,1,0,39,1,1,105,4284,1,96,4687,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,7,1,0,74,544,1,75,3331,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,14,1,1,64,941,1,86,4049,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,11,1,1,104,1133,1,82,4553,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,1,0,1,35,35,1,71,3958,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,2,1,1,95,196,1,82,2414,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,13,1,1,96,1162,1,75,5295,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,1,0,3,1,1,80,224,1,89,3834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,1,31,31,1,85,3605,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,12,1,1,89,1052,1,97,5671,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,60,1,1,94,5610,1,99,4990,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,0,1,1,1,19,19,1,66,3874,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,6,1,1,109,669,1,69,5750,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,15,1,1,101,1553,1,99,3025,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,21,1,1,60,1236,1,70,4716,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,1,60,60,1,91,4611,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,7,1,1,90,593,1,98,5356,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,0,53,1,1,94,4867,1,96,5414,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,1,1,1,74,74,1,84,2548,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,80,80,1,69,2502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,17,1,1,69,1149,1,77,3368,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,11,1,1,66,740,1,91,2860,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,19,1,1,86,1532,1,98,4857,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,3,1,1,80,250,1,72,3212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,24,1,1,90,2282,1,67,5927,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,2,1,1,75,143,1,86,2101,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,1,1,45,45,1,73,3706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,16,0,1,49,810,1,78,4840,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,1,0,34,1,0,78,2564,1,77,2777,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,3,1,1,76,228,1,92,4428,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,16,1,1,96,1529,1,96,5913,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,0,45,45,1,66,4568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,15,1,0,19,289,1,87,5379,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,11,1,0,90,987,1,66,5250,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,1,1,0,45,45,1,98,4094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,75,75,1,70,3940,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,7,1,1,79,523,1,69,3830,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,2,0,1,30,59,1,98,2860,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,46,1,0,95,4424,1,90,3180,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
1,1,0,68,1,1,89,6127,1,69,5651,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,59,1,1,110,6448,1,97,4601,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1,1,0,7,1,1,89,676,1,89,3077,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,8,1,0,75,632,1,80,2587,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,6,1,0,44,270,1,78,2087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,11,1,1,44,483,1,84,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,15,1,1,85,1345,1,83,4981,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,70,1,0,115,8127,1,87,4838,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,0,16,1,1,86,1281,1,81,2508,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,18,1,1,85,1553,1,77,3326,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,34,1,1,97,3207,1,87,3979,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,47,1,1,109,5124,1,90,5863,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,39,1,1,89,3474,1,65,3849,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
0,0,0,1,1,1,19,19,1,78,5687,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,4,1,0,20,76,1,81,4133,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,1,1,1,69,69,1,75,4371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,59,1,1,99,5961,1,76,6098,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,0,1,0,1,25,25,1,67,5688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,2,1,1,45,96,1,93,5704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,20,20,1,70,4103,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,66,1,1,105,7133,1,96,5723,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,3,1,1,54,169,1,66,3335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,14,1,1,87,1258,1,78,4786,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,10,1,1,79,857,1,68,5640,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,18,1,1,88,1639,1,96,5727,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,9,1,1,94,889,1,83,2893,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,13,1,1,95,1290,1,97,2230,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,4,1,0,78,330,1,67,5048,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,4,1,1,70,237,1,92,5094,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,59,0,1,41,2452,1,70,4324,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,10,1,1,85,813,1,70,5146,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,1,1,1,79,79,1,76,4363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,5,1,1,70,347,1,77,2673,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
0,0,0,1,1,1,49,49,1,71,2041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,22,1,1,69,1554,1,85,2159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,34,1,1,94,3217,1,88,3369,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,41,1,1,73,3001,1,86,2041,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,0,64,1,1,100,6254,1,69,5452,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
1,0,0,4,1,1,99,442,1,89,2268,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,18,0,1,35,553,1,76,2649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,1,1,0,76,76,1,72,2567,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,1,1,93,170,1,72,4193,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,15,1,1,84,1308,1,86,4003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,9,1,1,84,732,1,83,5745,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,0,15,1,1,101,1504,1,97,2055,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,1,50,50,1,68,2928,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,12,1,1,99,1132,1,80,5598,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
0,0,0,2,1,1,91,193,1,80,5100,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,5,1,1,75,349,1,97,4028,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,4,1,0,80,332,1,72,5436,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,16,1,1,100,1534,1,68,3794,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,0,20,20,1,87,5636,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,5,1,1,85,424,1,81,2264,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,4,1,0,70,281,1,88,4494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,37,1,0,98,3475,1,82,3066,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,1,0,13,1,1,74,896,1,89,3687,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,24,1,1,98,2407,1,85,4016,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,61,1,1,106,6547,1,92,4334,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,0,41,1,1,104,4346,1,84,3316,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,22,1,1,96,2082,1,93,4458,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,2,1,1,55,102,1,81,5855,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,19,1,1,88,1775,1,69,5683,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,8,1,1,19,145,1,89,2247,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,15,1,0,75,1146,1,96,2099,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,1,74,74,1,88,3348,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,17,1,1,76,1313,1,87,3182,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,1,25,25,1,97,3884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,0,1,42,72,1,79,4648,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,29,1,1,68,1970,1,79,5449,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
